"Item Label","URI","Citation URI","Project","Project URI","Context","Context [2]","Context [3]","Context [4]","Context [5]","Context [6]","Context [7]","Context URI","Latitude (WGS 84)","Longitude (WGS 84)","Early BCE/CE","Late BCE/CE","Item Category","icon","Thumbnail","Published Date","Updated Date","Consists of","Consists of [URI]","Consists of [cidoc-crm-p45-consists-of]","Consists of [cidoc-crm-p45-consists-of] [URI]","Has type","Has type [cidoc-crm-p2-has-type]","Has type [cidoc-crm-p2-has-type] [URI]","Object Type [24-object-type]","Has type [URI]","Creator","Creator [URI]","Fabric Category","Object Type","Fragment Noted","Object Type (notes)","Size","Condition","Description","Fabric Description","Has note","Local Grid (Y)","Object Master Grid"
"PC 19670448","http://opencontext.org/subjects/0223466f-d8b3-4626-9b29-898378fe0ad3","https://n2t.net/ark:/28722/k2m61gr09","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Unrecorded","Unrecorded","Tr-ID 450","","https://opencontext.org/subjects/c5e19fdf-6a88-476d-4eb1-26046f73809e","43.153362073422","11.40202402957","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670448bwjpg.jpg","2012-12-28T00:00:00Z","2024-01-31T19:18:47Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","fibulae","","","","https://vocab.getty.edu/aat/300209303","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Fibula","false","Fibula","Max. Pres. Height 0.031 m, Max. Pres. Width 0.038 m, Pres. Thickness varies from 0.001 m to 0.011 m, Max. Pres. Thickness of coil 0.003 m","Somewhat worn; straight part of the pin is broken off a little beyond the coil; clasp not completely preserved.","","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1967044800 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1967044800 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1967044800</a> </p>             </div>","",""
"PC 20220116","http://opencontext.org/subjects/c682418b-181d-4b24-b1cf-3189174904ab","https://n2t.net/ark:/28722/r2p24/pc_20220116","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A92","CA92 2022","Locus 7","https://opencontext.org/subjects/395a679c-d970-45a1-9082-7e7cb02ea11e","43.153364796115326","11.39983747119654","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","","2007-01-01T00:00:00Z","2023-10-07T07:31:23Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","sheets (flat objects)","","","","https://vocab.getty.edu/aat/300014671","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Shaped Object::Sheet","","","","","A fragment of sheet iron which preserves a slight curve.  The fragment is broken along four edges, but has two preserved surfaces along the convex and concave elements of the sheet.","","","",""
"PC 19690387","http://opencontext.org/subjects/8b282ff4-d027-48fd-e086-b6e6103630ee","https://n2t.net/ark:/28722/k21838112","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 24","1969, ID:187","","https://opencontext.org/subjects/8e2a69f9-6f5a-40e7-6b64-481e67b1402b","43.152894210815","11.401761245728","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19690387bwjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T14:47:46Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","buckles (strap accessories)","","","","https://vocab.getty.edu/aat/300239260","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Buckle / Clasp","true","Bronze Buckle Fragment","Max. Pres. Length 0.029 m, Max. Pres. Width 0.019 m, Max. Pres. Diameter 0.007 m","Broken off at both ends.","Bronze buckle fragment, probably part of the clasp, is circular in section and L-shaped.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1969038700 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969038700 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969038700</a> </p>             </div>","",""
"PC 19670012","http://opencontext.org/subjects/5035671d-2c89-48a6-895a-2838556a25ce","https://n2t.net/ark:/28722/k2n876x7w","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 2A","1967, ID:154","","https://opencontext.org/subjects/4605eae5-2eb5-4a06-e1cb-63bd6d287a31","43.15327362399636","11.400635669426261","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670012bwjpg.jpg","2012-12-28T00:00:00Z","2024-02-01T03:28:33Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Ornament::Unspecified / Misc.","false","Lotus, Bronze","Max. Pres. Height 0.052 m, Max. Pres. Length 0.041 m, Max. Pres. Thickness 0.001 m","Completely preserved except for tip of one of outside petals. Green patina.","A lotus flower with three petals. At the bottom a slight projection with a hole, perhaps for suspension.","Thin Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1967001200 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1967001200 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1967001200</a> </p>             </div>","",""
"PC 20040160","http://opencontext.org/subjects/f66e3147-f894-4a3f-dc30-3e79b04ab171","https://n2t.net/ark:/28722/k2kk98b5c","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 30D","2004, ID:538","Locus 5","https://opencontext.org/subjects/23148053-ac44-46a6-aa13-98f078b7057e","43.15272730991568","11.401810894936688","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20040160ajpg.jpg","2012-12-28T00:00:00Z","2024-02-01T01:41:16Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","rods (object genre)","","","","https://vocab.getty.edu/aat/300014669","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Shaped Object::Bar / Rod / Shaft","false","Iron Shaft","Max. Pres. Length 0.0175 m, Max. Pres. Thickness 0.003 m","All surfaces are slightly irregular and distorted due to corrosion and oxidation.","A straight iron shaft, circular in cross section, is preserved.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2004016000 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004016000 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004016000</a> </p>             </div>","",""
"PC 19690332","http://opencontext.org/subjects/342ae108-91dd-47b7-1878-9d48102006dc","https://n2t.net/ark:/28722/k2s17xq86","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 28","1969, ID:192","","https://opencontext.org/subjects/a63e424c-a2af-469b-a85d-ac1cc690b2a9","43.15349279278","11.401210966333332","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690332bwjpg.jpg","2012-12-28T00:00:00Z","2024-02-01T03:00:57Z","lead (metal)","https://vocab.getty.edu/aat/300011022","","","sheets (flat objects)","","","","https://vocab.getty.edu/aat/300014671","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Lead","Shaped Object::Sheet","true","Three Pierced Lead Fragments","","All fragments broken on at least three sides, possibly preserving a single original edge; cracked and corroded; Pieces numbered in order of decreasing size.","","Lead, pale gray-green, with buff incrustation.","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1969033200 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969033200 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969033200</a> </p>             </div>","",""
"PC 19690126","http://opencontext.org/subjects/45c8ab80-52b3-4cf0-db24-c9b066b1f800","https://n2t.net/ark:/28722/k2gt5kg4c","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 6D","1969, ID:52","","https://opencontext.org/subjects/ca2126b2-51b5-43a6-fbe2-ceaf068934a7","43.15289847768301","11.401639216931752","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690126jpg.jpg","2012-12-28T00:00:00Z","2024-01-31T12:17:06Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","nails (fasteners)","","","","https://vocab.getty.edu/aat/300033565","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Fastener::Nail","false","Bronze Nail","Max. Pres. Length 0.0165 m, Max. Pres. Diameter of head 0.004 m","Entire.  Slightly incrusted.  Oxidized green.","Small fine nail with rounded shaft, beaten into point.  Thick rounded head.  Shaft set off-center into head.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1969012600 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969012600 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969012600</a> </p>             </div>","",""
"PC 19690273","http://opencontext.org/subjects/df4c856f-bb54-4112-7c33-b650f1b80ab4","https://n2t.net/ark:/28722/k28052k9s","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Unrecorded","Unrecorded","Tr-ID 450","","https://opencontext.org/subjects/c5e19fdf-6a88-476d-4eb1-26046f73809e","43.153362073422","11.40202402957","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19690273bwjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T10:50:00Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","buckles (strap accessories)","","","","https://vocab.getty.edu/aat/300239260","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Buckle / Clasp","false","Bronze Clasp","[No measurements recorded on original catalog card.]","[No condition recorded on original catalog card.]","Now in Siena Archaeological Museum, inventory no. 2838.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1969027300 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969027300 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969027300</a> </p>             </div>","",""
"PC 19690327","http://opencontext.org/subjects/63931d2c-5289-48ec-87a1-ac08d342ae48","https://n2t.net/ark:/28722/k2ws8nj15","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Agger","Agger 3","1969, ID:259","","https://opencontext.org/subjects/8fd93d1c-264c-40b6-9a72-1f3eab44c8b6","43.15326421343749","11.401305191846276","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19690327bwjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T23:28:42Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","fibulae","","","","https://vocab.getty.edu/aat/300209303","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Fibula","true","Bronze Fibula Fragment","Max. Pres. Length 0.025 m, Pres. Height  0.005-0.012 m, Max. Pres. Thickness 0.003 m","Broken on both ends, slightly bent and very corroded.","Fragment of catch-plate of (medium-sized) fibula; catch is rectangular, made of flat piece of a slightly thicker section, perhaps part of the arch or bow, projects upward from one end.  Extremely corroded, but apparently without any surface decoration.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1969032700 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969032700 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969032700</a> </p>             </div>","",""
"PC 19690330","http://opencontext.org/subjects/5b078b2c-ec8f-47e4-59cf-36925fab8eaf","https://n2t.net/ark:/28722/k2cr5s99d","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 28","1969, ID:192","","https://opencontext.org/subjects/a63e424c-a2af-469b-a85d-ac1cc690b2a9","43.15349279278","11.401210966333332","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690330bwjpg.jpg","2012-12-28T00:00:00Z","2024-01-31T14:49:16Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","fibulae","","","","https://vocab.getty.edu/aat/300209303","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Fibula","true","Fibula, Bow and Spring Fragment","Max. Pres. Length 0.026 m, Max. Pres. Height 0.006 m, Max. Pres. Width 0.013 m, Pres. Thickness 0.002-0.006 m","Broken on both ends; corroded.","","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1969033000 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969033000 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1969033000</a> </p>             </div>","",""
"PC 19720011","http://opencontext.org/subjects/8b47c647-2637-4075-5cf9-6bc1bdfca68e","https://n2t.net/ark:/28722/k23492b14","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro Rectangle","Tesoro Rectangle 7","1972, ID:284","","https://opencontext.org/subjects/53eb84d5-7033-4c0a-3473-1703ac111198","43.15338824770584","11.401391563985468","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720011bwjpg.jpg","2012-12-28T00:00:00Z","2024-01-31T14:21:56Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Shaped Object","true","Bronze Fragment","Max. Pres. Length 0.038 m, Max. Pres. Width 0.026 m, (Thickness unobtainable)","Corroded, with heavy and coarse encrustation encasing it.","Irregular fragment of bronze, unidentifiable because of heavy encrustation.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1972001100 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1972001100 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1972001100</a> </p>             </div>","",""
