"Item Label","URI","Citation URI","Project","Project URI","Context","Context [2]","Context [3]","Context [4]","Context [5]","Context [6]","Context [7]","Context URI","Latitude (WGS 84)","Longitude (WGS 84)","Early BCE/CE","Late BCE/CE","Item Category","icon","Thumbnail","Published Date","Updated Date","Consists of","Consists of [URI]","Consists of [cidoc-crm-p45-consists-of]","Consists of [cidoc-crm-p45-consists-of] [URI]","Has type","Has type [cidoc-crm-p2-has-type]","Has type [cidoc-crm-p2-has-type] [URI]","Object Type [24-object-type]","Has type [URI]","Creator","Creator [URI]","Fabric Category","Object Type","Fragment Noted","Object Type (notes)","Size","Condition","Description","Fabric Description","Has note","Local Grid (Y)","Object Master Grid"
"PC 20030142","http://opencontext.org/subjects/c081c7ab-f2f0-4111-01b0-d6ab8d571bf9","https://n2t.net/ark:/28722/k21z41v4n","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro North Flank","Tesoro North Flank 1","2003, ID:498","Locus 3","https://opencontext.org/subjects/f628e7c3-5c6e-49cc-a83d-bf4c07be1ed5","43.153516606248374","11.401514644291293","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20030142sideajpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T10:02:27Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Unclassified / Debris / Misc.","false","Large Slag","Max. Pres. Length 0.074 m, Max. Pres. Width 0.053 m, Max. Pres. Thickness 0.046 m","Fragment preserves very worn, pitted, and irregular surfaces mottled in color due to corrosion and oxidation.","A large piece of slag, possibly iron, preserves very globular and irregular surfaces.","possibly iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2003014200 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2003014200 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2003014200</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>153.1</td>     <td>32.21</td>     <td></td>     <td>29.09</td> </tr></tbody></table>"
"PC 20050061","http://opencontext.org/subjects/cbd2371b-a16e-4015-3992-201faeeffc5f","https://n2t.net/ark:/28722/k26d5t92f","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 30F","2005, ID:550","Locus 13","https://opencontext.org/subjects/da9d99d4-3200-429c-91d7-38560ee1bd2c","43.15274060769665","11.401780179059692","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20050061bhgjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T11:36:22Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","sheets (flat objects)","","","","https://vocab.getty.edu/aat/300014671","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Shaped Object::Sheet","true","Bronze Sheet Fragment","Max. Pres. Length 0.035 m, Max. Pres. Width 0.017 m","Surfaces are mottled in color due to corrosion and oxidation.","A relatively flat bronze sheet, triangular in shape, is preserved.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2005006100 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2005006100 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2005006100</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>180.96</td>     <td>-52.19</td>     <td></td>     <td>27.17</td> </tr></tbody></table>"
"PC 20000088","http://opencontext.org/subjects/38406c19-e3d0-410b-e061-6ee37cb3640d","https://n2t.net/ark:/28722/k27s7nq52","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 45","2000, ID:414","","https://opencontext.org/subjects/77830f25-f564-4094-19b9-7db8aba08945","43.153317308178735","11.399405268840232","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20000088bwjpg.jpg","2012-12-28T00:00:00Z","2024-01-31T19:00:28Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","sheets (flat objects)","","","","https://vocab.getty.edu/aat/300014671","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Shaped Object::Sheet","true","Iron Sheet Fragment","Max. Pres. Length 0.032 m, Max. Pres. Height 0.008 m, Max. Pres. Width 0.003 m","The fragment appears broken on all edges.  Patches of orange/red corrosion are visible throughout the surface.","The fragment preserves a narrow sheet of iron.  The width varies slightly throughout the fragment.  The fragment is roughly rectangular in shape, and is slightly curved.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2000008800 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2000008800 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2000008800</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>-16.37</td>     <td>-2.31</td>     <td>136.0</td>     <td></td> </tr></tbody></table>"
"PC 20070148","http://opencontext.org/subjects/c18b4e81-c936-4043-eb9a-9ed9d8f79807","https://n2t.net/ark:/28722/k20k2b95t","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 45","2007, ID:584","Locus 4","https://opencontext.org/subjects/698e1c85-6977-4be3-b059-b226cb05e61a","43.152778130713884","11.401873947457439","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20070148jpg.jpg","2012-12-28T00:00:00Z","2024-01-31T10:48:46Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","strips (object genres)","","","","https://vocab.getty.edu/aat/300014683","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Shaped Object::Ribbon / Strip","false","Bronze Ribbon","Max. Pres. Length 0.046 m, Max. Pres. Width 0.005 m, Max. Pres. Thickness 0.002 m","Surfaces are worn, pitted, chipped, and distorted in color due to corrosion and oxidation.","The bronze ribbon is flat and rectangular in cross-section with irregular widths.  There is a slight curve along the length of the fragment.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2007014800 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2007014800 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2007014800</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>188.26</td>     <td>-47.48</td>     <td></td>     <td>27.27</td> </tr></tbody></table>"
"PC 20070317","http://opencontext.org/subjects/d7672948-d87a-420c-2882-ba49cb918708","https://n2t.net/ark:/28722/k25b0301b","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 55","2007, ID:589","Locus 14","https://opencontext.org/subjects/a862815e-3758-4fc1-a72b-7ed4e48cce7f","43.15335651168708","11.399638762736116","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20070317jpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T10:44:36Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","blades (tool and equipment components)","","","","https://vocab.getty.edu/aat/300024917","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Tool / Weapon::Blade","true","Iron Blade Fragment","Max. Pres. Length 0.054 m, Max. Pres. Width 0.020 m, Max. Pres. Thickness 0.004 m","All surfaces are heavily worn, mottled in color, and distorted due to corrosion and oxidation.","","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2007031700 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2007031700 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2007031700</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>2.25</td>     <td>3.41</td>     <td>111.0</td>     <td></td> </tr></tbody></table>"
"PC 19780133","http://opencontext.org/subjects/223a9072-cecc-48ae-b99b-a78ef0d81459","https://n2t.net/ark:/28722/k2mw2df2p","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 21","1978, ID:82","","https://opencontext.org/subjects/ef7c1c1f-7cda-4d22-06d8-e0b6b1c6d9d8","43.15281393373259","11.401470774365126","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19780133jpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T00:22:42Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Unclassified / Debris / Misc.","true","Bronze Fragment","Max. Pres. Length 0.030 m, Max. Pres. Width 0.009 m","Broken off irregularly at one end, preserves two finished edges.  Surface corroded and worn.","Bronze fragment, possibly the clasp of a large fibula, the reverse side of which is slightly indented forming a concave profile.  The obverse side preserves a design consisting of a series of eight parallel lines which span the width of the fragment, at a point approximately 0.015 m from the preserved end.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1978013300 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1978013300 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1978013300</a> </p>             </div>","K","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>155.266</td>     <td>-45.892</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 19980026","http://opencontext.org/subjects/b660cffb-2d83-40dc-5058-40488870a82a","https://n2t.net/ark:/28722/k2w37qt0t","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 42","1998, ID:359","","https://opencontext.org/subjects/c7823aac-4e80-48b0-a6e6-b772c58873a4","43.15343395857942","11.399470858970837","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19980026bwjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T01:31:16Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","sheets (flat objects)","","","","https://vocab.getty.edu/aat/300014671","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Shaped Object::Sheet","false","Iron Sheet","Max. Pres. Length 0.026 m, Max. Pres. Width 0.016 m, Max. Pres. Thickness 0.005 m","The surface is corroded.","Fragment of an iron sheet is slightly bent near the middle of the length.  Roughly rectangular in shape.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1998002600 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1998002600 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1998002600</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>-12.0</td>     <td>11.0</td>     <td>61.0</td>     <td></td> </tr><tr>    <td>-11.0</td>     <td>11.0</td>     <td></td>     <td></td> </tr><tr>    <td>-11.0</td>     <td>10.0</td>     <td></td>     <td></td> </tr><tr>    <td>-12.0</td>     <td>10.0</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20010079","http://opencontext.org/subjects/caeeb3b1-17b5-4887-d97c-9b85c0cb655e","https://n2t.net/ark:/28722/k27081n8m","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 21","2001, ID:446","","https://opencontext.org/subjects/30114327-f531-4d7d-2906-a91b80c2a595","43.15275103662751","11.401530096969392","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20010079jpg.jpg","2012-12-28T00:00:00Z","2024-01-31T16:03:01Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Shaped Object::Cylinder / Tube","false","Hollow Bronze Cylinder","Max. Pres. Length 0.027 m, Max. Pres. Diameter 0.009 m","The preserved portion is broken on both ends.  The surface is heavily corroded and oxidized.","The fragment is a hollow bronze cylinder.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2001007900 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2001007900 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2001007900</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>160.59</td>     <td>-52.51</td>     <td>129.0</td>     <td></td> </tr></tbody></table>"
"PC 20030072","http://opencontext.org/subjects/954e6121-2055-4eb3-9044-5428e7721fde","https://n2t.net/ark:/28722/k2pk0c10p","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 28 North","2003, ID:496","Locus 4","https://opencontext.org/subjects/4e00c7d0-134d-46c8-854b-891cbd6299ea","43.152454000389774","11.40190093625908","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20030072topjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T18:35:03Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Unclassified / Debris / Misc.","true","Worked Bronze Fragment","Max. Pres. Length 0.012 m, Max. Pres. Width 0.008 m, Max. Pres. Thickness 0.003 m","Fragment preserves irregular finished and unfinished surfaces distorted and mottled in color due to corrosion and oxidation.","A bronze fragment, perhaps a part of a catchplate for a fibula, preserves a convex exterior surface, bent essentially in half along a slightly arced ridge down the middle.  Two parallel ridges, each approximately 0.007 m in length, cross the arc at a diagonal.  The concave interior surface appears to be unfinished and preserves portions of three circular depressions along the arced fold.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2003007200 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2003007200 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2003007200</a> </p>             </div>","",""
"PC 19940063","http://opencontext.org/subjects/049d1d02-b84a-447a-cfe3-95cf9b553498","https://n2t.net/ark:/28722/k2vq2x931","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 25","1994, ID:105","","https://opencontext.org/subjects/49f45331-eb08-4e19-fa31-4c9ac639c388","43.15276651468924","11.401177595970786","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19940063cbtjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T23:55:34Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","sheets (flat objects)","","","","https://vocab.getty.edu/aat/300014671","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Shaped Object::Sheet","false","Bronze Sheet with Nail Hole","Max. Pres. Length 0.022 m, Max. Pres. Width 0.009 m","Fragment is oxidized and bent.  It preserves three finished edges.","Bronze sheet is now bent twice.  Originally folded over itself, the inner side has a small, approximately circular area showing the original two layers of bronze.  Opposite this layered area on the other half of the sheet is the hole in the bronze where it has been torn away.  On the opposite end but the same side as the raised area there is a regularly shaped circular hole which may be a nail hole.  The bronze from the other side is missing.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1994006300 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1994006300 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1994006300</a> </p>             </div>","Y","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>131.872</td>     <td>-52.874</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20020036","http://opencontext.org/subjects/0f3dafeb-252e-4ed3-cc91-99119119df5e","https://n2t.net/ark:/28722/k2hh6h581","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 21","2002, ID:488","","https://opencontext.org/subjects/1bf95233-46fb-4a57-a802-c55200071858","43.15275774370532","11.401548155265829","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/photos/20020036Top.jpg","2012-12-28T00:00:00Z","2024-01-31T17:49:54Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Unclassified / Debris / Misc.","true","Bronze Fragment","Max. Pres. Diameter 0.005 m, Max. Pres. Thickness 0.004 m","","The bronze fragment is roughly spherical in shape.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2002003600 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2002003600 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2002003600</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>162.0</td>     <td>-51.66</td>     <td></td>     <td>27.13</td> </tr></tbody></table>"
"PC 20160097","http://opencontext.org/subjects/50191c8b-9137-4afc-9ee5-d9915e73f5db","https://n2t.net/ark:/28722/k2v411q8t","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 66","T66 2016","Locus 6","https://opencontext.org/subjects/033e56c2-4015-4bc5-871a-23615029260a","43.152853131096755","11.400885816585756","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://artiraq.org/static/opencontext/poggio-civitate/2019-media/thumbs/20160097c-11-54-11.jpg","2019-09-13T16:42:54Z","2023-10-07T07:30:03Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","fibulae","","","","https://vocab.getty.edu/aat/300209303","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Costume, Accessories::Fibula","","","max. pres. length:  002467m; max. pres. width:  0.00842m; max. pres. thickness:  0.00778m","Fragment is broken through the arc which extends from the leech portion on both sides.  Heavily corroded and oxidized.","A fragment of iron leech fibula, heavily corroded, but preserving a portion of the leech element.  One terminal which arches into the leech portion is min. pres. thickness of 0.00153m and max. pres. thickness of 0.00425m.  The other terminal on the opposite side which arches into the leech portion is min. pres. thickness of 0.00144m and max. pres. thickness of 0.00299m.  The central, arching leech portion is somewhat bulbous, having an elliptical shape both in profile and in overhead view with both concave and convex irregular facets, likely a product of the corrosion process.","","","",""
"PC 19720275","http://opencontext.org/subjects/90eafe33-07ac-4c96-095b-0f3ecb32356b","https://n2t.net/ark:/28722/k2nv9w54g","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Courtyard","Courtyard","1972, ID:404","","https://opencontext.org/subjects/97b3fb48-cf5e-4d97-6fc7-e6213bae2ce7","43.15336513874548","11.40144644418322","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19720275sidejpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T02:41:48Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","rivets","","","","https://vocab.getty.edu/aat/300036425","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Fastener::Rivet","false","Bronze Rivet","Max. Pres. Height 0.011, Max. Pres. Diameter of Head 0.020 m, Max. Pres. Diameter of Shaft 0.005 m","Entire; slightly corroded; flat disc slipped to upper part of shaft.","Bronze rivet preserving a large, domed head mounted on a short shaft, rounded in cross-section; the flat disc-like head which usually appears at one end of the shaft has slipped up to just underneath the domed head.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1972027500 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1972027500 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1972027500</a> </p>             </div>","D","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>148.803</td>     <td>15.028</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20020056","http://opencontext.org/subjects/7a9500b1-ce60-48db-ee2e-e8e72198727f","https://n2t.net/ark:/28722/k2gb22g08","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 28","2002, ID:487","Locus 2","https://opencontext.org/subjects/4eeb956e-eb0a-4d79-ba46-1116af393574","43.152429353481324","11.401877008639191","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20020056sidejpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T23:51:21Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Production Material::Ingot","true","Possible Fragmentary Iron Ingot","Max. Pres. Length 0.044 m, Max. Pres. Width 0.034 m, Max. Pres. Thickness 0.013 m","Surfaces are irregular, very pitted, and distorted due to corrosion and some oxidation and displays some encrustation.","A piece of iron preserves two flattened surfaces, one slightly concave, and irregular edges.  A number of smaller nodules and one distinct nodule 0.003 m in length protrude from the edges of the non-concave surface.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2002005600 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2002005600 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2002005600</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>191.35</td>     <td>-86.10</td>     <td></td>     <td>22.68</td> </tr></tbody></table>"
"PC 20040067","http://opencontext.org/subjects/f7b6e081-17a2-4dbc-6d14-4e720717505d","https://n2t.net/ark:/28722/k23f4qm47","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 30D","2004, ID:538","Locus 5","https://opencontext.org/subjects/23148053-ac44-46a6-aa13-98f078b7057e","43.15272866387578","11.401807824919608","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20040067bjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T04:13:11Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","fibulae","","","","https://vocab.getty.edu/aat/300209303","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Fibula","true","Bronze Fibula Fragment","Max. Pres. Height of Arc 0.025 m, Max. Pres. Distance from Coil to Catch plate 0.025 m, Max. Pres. Thickness 0.004, Max. Pres. Thickness of Coil 0.005 m","All surfaces are worn and distorted due to corrosion and oxidation.","","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2004006700 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004006700 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004006700</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>183.3</td>     <td>-53.35</td>     <td></td>     <td>27.14</td> </tr><tr>    <td>183.65</td>     <td>-53.6</td>     <td></td>     <td></td> </tr></tbody></table>"
